name,px,py,pz,ox,oy,oz,ow
loc_1,1.6901639859373414,-1.8117276774333213,0.0,0.0,0.0,-0.8005578089518102,0.5992555335800221
loc_2,4.613703507840109,-0.8098211013123321,0.0,0.0,0.0,0.6598350536234378,0.7514104750465986
loc_left_A,1.9267731235762695,0.8589784059568163,0.0,0.0,0.0,0.6670624302111284,0.7450018216090638
loc_left_B,2.051494405313166,3.4168200419659303,0.0,0.0,0.0,0.6405279476819952,0.7679348593717382
loc_left_C,3.7854251753253996,4.783130380290607,0.0,0.0,0.0,0.3836186156917122,0.9234916121409953
